"S21 POLAR"
"Frequency (Hz)","U","U",
3870563143.0187, 5.077297e-004, 6.255907e-004, 
3870629468.8525, 5.044043e-004, 6.267459e-004, 
3870695794.6863, 5.108579e-004, 6.283844e-004, 
3870762120.5201, 5.097404e-004, 6.169550e-004, 
3870828446.3539, 4.984568e-004, 6.276944e-004, 
3870894772.1877, 5.082458e-004, 6.354823e-004, 
3870961098.0215, 5.048410e-004, 6.338281e-004, 
3871027423.8553, 5.078518e-004, 6.322890e-004, 
3871093749.6891, 5.057364e-004, 6.413890e-004, 
3871160075.5229, 5.079101e-004, 6.330445e-004, 
3871226401.3567, 5.176489e-004, 6.297542e-004, 
3871292727.1905, 5.156166e-004, 6.329787e-004, 
3871359053.0243, 4.975412e-004, 6.387273e-004, 
3871425378.8581, 5.074084e-004, 6.391437e-004, 
3871491704.6919, 5.106662e-004, 6.380613e-004, 
3871558030.5257, 5.085410e-004, 6.405319e-004, 
3871624356.3595, 5.145309e-004, 6.428664e-004, 
3871690682.1933, 5.085500e-004, 6.510362e-004, 
3871757008.0271, 5.096828e-004, 6.482246e-004, 
3871823333.8609, 5.041263e-004, 6.523360e-004, 
3871889659.6947, 5.191425e-004, 6.531614e-004, 
3871955985.5285, 5.093113e-004, 6.519317e-004, 
3872022311.3624, 5.141656e-004, 6.532673e-004, 
3872088637.1962, 5.053431e-004, 6.547208e-004, 
3872154963.03, 5.099512e-004, 6.562890e-004, 
3872221288.8638, 5.111293e-004, 6.509887e-004, 
3872287614.6976, 5.083079e-004, 6.545492e-004, 
3872353940.5314, 5.184144e-004, 6.607460e-004, 
3872420266.3652, 5.150770e-004, 6.515232e-004, 
3872486592.199, 5.213134e-004, 6.556059e-004, 
3872552918.0328, 5.172689e-004, 6.526849e-004, 
3872619243.8666, 5.136516e-004, 6.656330e-004, 
3872685569.7004, 5.166978e-004, 6.699973e-004, 
3872751895.5342, 5.162347e-004, 6.629726e-004, 
3872818221.368, 5.184373e-004, 6.701257e-004, 
3872884547.2018, 5.188789e-004, 6.635556e-004, 
3872950873.0356, 5.114330e-004, 6.695675e-004, 
3873017198.8694, 5.169458e-004, 6.753164e-004, 
3873083524.7032, 5.212000e-004, 6.718108e-004, 
3873149850.537, 5.204121e-004, 6.774596e-004, 
3873216176.3708, 5.200345e-004, 6.753685e-004, 
3873282502.2046, 5.136521e-004, 6.814077e-004, 
3873348828.0384, 5.148674e-004, 6.826583e-004, 
3873415153.8722, 5.204485e-004, 6.765815e-004, 
3873481479.706, 5.175811e-004, 6.789641e-004, 
3873547805.5399, 5.278130e-004, 6.910129e-004, 
3873614131.3737, 5.244858e-004, 6.915484e-004, 
3873680457.2075, 5.263111e-004, 6.871569e-004, 
3873746783.0413, 5.252545e-004, 6.824273e-004, 
3873813108.8751, 5.295078e-004, 6.905334e-004, 
3873879434.7089, 5.260239e-004, 6.941087e-004, 
3873945760.5427, 5.290023e-004, 6.832012e-004, 
3874012086.3765, 5.300418e-004, 6.890402e-004, 
3874078412.2103, 5.145470e-004, 6.962420e-004, 
3874144738.0441, 5.204984e-004, 6.970493e-004, 
3874211063.8779, 5.166303e-004, 6.982292e-004, 
3874277389.7117, 5.341783e-004, 6.953717e-004, 
3874343715.5455, 5.341243e-004, 6.970451e-004, 
3874410041.3793, 5.301960e-004, 6.984266e-004, 
3874476367.2131, 5.359217e-004, 6.921157e-004, 
3874542693.0469, 5.299944e-004, 6.995928e-004, 
3874609018.8807, 5.289903e-004, 6.975313e-004, 
3874675344.7145, 5.312532e-004, 7.003680e-004, 
