"S11 POLAR"
"Frequency (Hz)","U","U",
3870563143.0187, 7.496446e-001, -6.830165e-001, 
3870629468.8525, 7.499552e-001, -6.829482e-001, 
3870695794.6863, 7.502454e-001, -6.829160e-001, 
3870762120.5201, 7.504702e-001, -6.829795e-001, 
3870828446.3539, 7.506267e-001, -6.830441e-001, 
3870894772.1877, 7.508063e-001, -6.830919e-001, 
3870961098.0215, 7.509891e-001, -6.831529e-001, 
3871027423.8553, 7.511235e-001, -6.831915e-001, 
3871093749.6891, 7.512060e-001, -6.832169e-001, 
3871160075.5229, 7.513425e-001, -6.832976e-001, 
3871226401.3567, 7.513902e-001, -6.833699e-001, 
3871292727.1905, 7.514158e-001, -6.835416e-001, 
3871359053.0243, 7.513909e-001, -6.836398e-001, 
3871425378.8581, 7.514181e-001, -6.836897e-001, 
3871491704.6919, 7.513294e-001, -6.837427e-001, 
3871558030.5257, 7.513267e-001, -6.837990e-001, 
3871624356.3595, 7.512774e-001, -6.840208e-001, 
3871690682.1933, 7.512293e-001, -6.839637e-001, 
3871757008.0271, 7.511708e-001, -6.840195e-001, 
3871823333.8609, 7.511472e-001, -6.840269e-001, 
3871889659.6947, 7.510385e-001, -6.840613e-001, 
3871955985.5285, 7.510289e-001, -6.840400e-001, 
3872022311.3624, 7.509773e-001, -6.840377e-001, 
3872088637.1962, 7.508171e-001, -6.840191e-001, 
3872154963.03, 7.507844e-001, -6.839520e-001, 
3872221288.8638, 7.507530e-001, -6.839612e-001, 
3872287614.6976, 7.504836e-001, -6.837820e-001, 
3872353940.5314, 7.502943e-001, -6.835918e-001, 
3872420266.3652, 7.501373e-001, -6.833850e-001, 
3872486592.199, 7.499443e-001, -6.832197e-001, 
3872552918.0328, 7.497961e-001, -6.830455e-001, 
3872619243.8666, 7.496420e-001, -6.828147e-001, 
3872685569.7004, 7.496117e-001, -6.827987e-001, 
3872751895.5342, 7.493427e-001, -6.826190e-001, 
3872818221.368, 7.493087e-001, -6.824599e-001, 
3872884547.2018, 7.492459e-001, -6.823250e-001, 
3872950873.0356, 7.491967e-001, -6.822132e-001, 
3873017198.8694, 7.491097e-001, -6.821362e-001, 
3873083524.7032, 7.490158e-001, -6.820351e-001, 
3873149850.537, 7.489893e-001, -6.819653e-001, 
3873216176.3708, 7.489956e-001, -6.818793e-001, 
3873282502.2046, 7.490345e-001, -6.819168e-001, 
3873348828.0384, 7.491677e-001, -6.820344e-001, 
3873415153.8722, 7.493901e-001, -6.820011e-001, 
3873481479.706, 7.494547e-001, -6.821051e-001, 
3873547805.5399, 7.495199e-001, -6.820861e-001, 
3873614131.3737, 7.496216e-001, -6.821814e-001, 
3873680457.2075, 7.497658e-001, -6.822830e-001, 
3873746783.0413, 7.498332e-001, -6.823132e-001, 
3873813108.8751, 7.498940e-001, -6.824504e-001, 
3873879434.7089, 7.499368e-001, -6.825113e-001, 
3873945760.5427, 7.499090e-001, -6.825311e-001, 
3874012086.3765, 7.500387e-001, -6.826685e-001, 
3874078412.2103, 7.500283e-001, -6.826692e-001, 
3874144738.0441, 7.500591e-001, -6.827853e-001, 
3874211063.8779, 7.501078e-001, -6.827903e-001, 
3874277389.7117, 7.500949e-001, -6.829059e-001, 
3874343715.5455, 7.500294e-001, -6.828585e-001, 
3874410041.3793, 7.498938e-001, -6.828817e-001, 
3874476367.2131, 7.498864e-001, -6.828827e-001, 
3874542693.0469, 7.498041e-001, -6.828393e-001, 
3874609018.8807, 7.497205e-001, -6.829343e-001, 
3874675344.7145, 7.497163e-001, -6.829600e-001, 
3874741670.5483, 7.496364e-001, -6.829193e-001, 
3874807996.3821, 7.496192e-001, -6.828745e-001, 
3874874322.2159, 7.495994e-001, -6.828510e-001, 
3874940648.0497, 7.494740e-001, -6.828653e-001, 
3875006973.8835, 7.494894e-001, -6.827639e-001, 
3875073299.7174, 7.494490e-001, -6.827788e-001, 
3875139625.5512, 7.493378e-001, -6.827215e-001, 
3875205951.385, 7.493548e-001, -6.827428e-001, 
3875272277.2188, 7.492996e-001, -6.826570e-001, 
3875338603.0526, 7.492366e-001, -6.825145e-001, 
3875404928.8864, 7.493009e-001, -6.824237e-001, 
3875471254.7202, 7.491828e-001, -6.823805e-001, 
3875537580.554, 7.491968e-001, -6.823537e-001, 
3875603906.3878, 7.490881e-001, -6.823300e-001, 
3875670232.2216, 7.491750e-001, -6.822465e-001, 
3875736558.0554, 7.491280e-001, -6.822681e-001, 
3875802883.8892, 7.490231e-001, -6.822084e-001, 
3875869209.723, 7.490745e-001, -6.822597e-001, 
3875935535.5568, 7.489767e-001, -6.821327e-001, 
3876001861.3906, 7.489557e-001, -6.822460e-001, 
3876068187.2244, 7.489106e-001, -6.821617e-001, 
3876134513.0582, 7.489137e-001, -6.821861e-001, 
3876200838.892, 7.487881e-001, -6.822384e-001, 
3876267164.7258, 7.487782e-001, -6.822415e-001, 
3876333490.5596, 7.487886e-001, -6.822469e-001, 
3876399816.3934, 7.488372e-001, -6.822507e-001, 
3876466142.2272, 7.487516e-001, -6.822186e-001, 
3876532468.0611, 7.487349e-001, -6.822493e-001, 
3876598793.8949, 7.487308e-001, -6.822163e-001, 
3876665119.7287, 7.487055e-001, -6.822293e-001, 
3876731445.5625, 7.487142e-001, -6.821554e-001, 
3876797771.3963, 7.487067e-001, -6.820990e-001, 
3876864097.2301, 7.485998e-001, -6.821573e-001, 
3876930423.0639, 7.486050e-001, -6.820981e-001, 
3876996748.8977, 7.486650e-001, -6.820815e-001, 
3877063074.7315, 7.486188e-001, -6.820340e-001, 
3877129400.5653, 7.485780e-001, -6.821069e-001, 
3877195726.3991, 7.485696e-001, -6.820269e-001, 
3877262052.2329, 7.484495e-001, -6.819377e-001, 
3877328378.0667, 7.483250e-001, -6.817815e-001, 
3877394703.9005, 7.482212e-001, -6.816620e-001, 
3877461029.7343, 7.481573e-001, -6.816101e-001, 
3877527355.5681, 7.480547e-001, -6.814919e-001, 
3877593681.4019, 7.480454e-001, -6.814566e-001, 
3877660007.2357, 7.478903e-001, -6.813512e-001, 
3877726333.0695, 7.479068e-001, -6.812211e-001, 
3877792658.9033, 7.478625e-001, -6.811625e-001, 
3877858984.7371, 7.478399e-001, -6.811031e-001, 
3877925310.5709, 7.478160e-001, -6.810464e-001, 
3877991636.4047, 7.478008e-001, -6.809797e-001, 
3878057962.2386, 7.478124e-001, -6.809795e-001, 
3878124288.0724, 7.478714e-001, -6.809285e-001, 
3878190613.9062, 7.479141e-001, -6.808338e-001, 
3878256939.74, 7.479966e-001, -6.809554e-001, 
3878323265.5738, 7.483549e-001, -6.810353e-001, 
3878389591.4076, 7.485079e-001, -6.810907e-001, 
3878455917.2414, 7.487720e-001, -6.813091e-001, 
3878522243.0752, 7.489663e-001, -6.814618e-001, 
3878588568.909, 7.491986e-001, -6.815981e-001, 
3878654894.7428, 7.493245e-001, -6.817300e-001, 
3878721220.5766, 7.493424e-001, -6.818176e-001, 
3878787546.4104, 7.496063e-001, -6.820045e-001, 
3878853872.2442, 7.497112e-001, -6.820983e-001, 
3878920198.078, 7.497987e-001, -6.821579e-001, 
3878986523.9118, 7.499081e-001, -6.822974e-001, 
3879052849.7456, 7.499460e-001, -6.824380e-001, 
3879119175.5794, 7.499776e-001, -6.824685e-001, 
3879185501.4132, 7.500032e-001, -6.825590e-001, 
3879251827.247, 7.500280e-001, -6.825885e-001, 
3879318153.0808, 7.498855e-001, -6.823851e-001, 
3879384478.9146, 7.498701e-001, -6.822346e-001, 
3879450804.7484, 7.498221e-001, -6.820908e-001, 
3879517130.5822, 7.497478e-001, -6.820012e-001, 
3879583456.4161, 7.496913e-001, -6.818671e-001, 
3879649782.2499, 7.496290e-001, -6.817050e-001, 
3879716108.0837, 7.495899e-001, -6.816500e-001, 
3879782433.9175, 7.493929e-001, -6.814400e-001, 
3879848759.7513, 7.495696e-001, -6.813468e-001, 
3879915085.5851, 7.494428e-001, -6.813574e-001, 
3879981411.4189, 7.494104e-001, -6.811691e-001, 
3880047737.2527, 7.494036e-001, -6.811334e-001, 
3880114063.0865, 7.493262e-001, -6.810691e-001, 
3880180388.9203, 7.493368e-001, -6.810233e-001, 
3880246714.7541, 7.491992e-001, -6.810529e-001, 
3880313040.5879, 7.490131e-001, -6.810915e-001, 
3880379366.4217, 7.489244e-001, -6.811788e-001, 
3880445692.2555, 7.488030e-001, -6.812541e-001, 
3880512018.0893, 7.486013e-001, -6.813593e-001, 
3880578343.9231, 7.484927e-001, -6.814460e-001, 
3880644669.7569, 7.483569e-001, -6.816541e-001, 
3880710995.5907, 7.482080e-001, -6.817121e-001, 
3880777321.4245, 7.480652e-001, -6.818724e-001, 
3880843647.2583, 7.479465e-001, -6.820242e-001, 
3880909973.0921, 7.478572e-001, -6.821240e-001, 
3880976298.9259, 7.477189e-001, -6.823255e-001, 
3881042624.7598, 7.475842e-001, -6.824709e-001, 
3881108950.5936, 7.475286e-001, -6.825688e-001, 
3881175276.4274, 7.473880e-001, -6.828143e-001, 
3881241602.2612, 7.473558e-001, -6.830269e-001, 
3881307928.095, 7.477184e-001, -6.829057e-001, 
3881374253.9288, 7.480195e-001, -6.829985e-001, 
3881440579.7626, 7.481713e-001, -6.829153e-001, 
3881506905.5964, 7.484685e-001, -6.828590e-001, 
3881573231.4302, 7.487801e-001, -6.828631e-001, 
3881639557.264, 7.489567e-001, -6.828029e-001, 
3881705883.0978, 7.491578e-001, -6.827282e-001, 
3881772208.9316, 7.493922e-001, -6.827406e-001, 
3881838534.7654, 7.496043e-001, -6.826153e-001, 
3881904860.5992, 7.497954e-001, -6.826171e-001, 
3881971186.433, 7.499948e-001, -6.825733e-001, 
3882037512.2668, 7.501460e-001, -6.824722e-001, 
3882103838.1006, 7.503524e-001, -6.824517e-001, 
3882170163.9344, 7.504799e-001, -6.823065e-001, 
3882236489.7682, 7.507166e-001, -6.822225e-001, 
3882302815.602, 7.505430e-001, -6.822419e-001, 
3882369141.4358, 7.505578e-001, -6.820892e-001, 
3882435467.2696, 7.503288e-001, -6.821651e-001, 
3882501793.1034, 7.503081e-001, -6.820846e-001, 
3882568118.9373, 7.501727e-001, -6.819894e-001, 
3882634444.7711, 7.500128e-001, -6.820276e-001, 
3882700770.6049, 7.499353e-001, -6.820210e-001, 
3882767096.4387, 7.498448e-001, -6.819699e-001, 
3882833422.2725, 7.497336e-001, -6.820228e-001, 
3882899748.1063, 7.497211e-001, -6.820902e-001, 
3882966073.9401, 7.495766e-001, -6.820668e-001, 
3883032399.7739, 7.494264e-001, -6.821113e-001, 
3883098725.6077, 7.494333e-001, -6.822144e-001, 
3883165051.4415, 7.494264e-001, -6.821909e-001, 
3883231377.2753, 7.492349e-001, -6.823494e-001, 
3883297703.1091, 7.493783e-001, -6.823453e-001, 
3883364028.9429, 7.495106e-001, -6.824197e-001, 
3883430354.7767, 7.495680e-001, -6.825194e-001, 
3883496680.6105, 7.495923e-001, -6.825972e-001, 
3883563006.4443, 7.496865e-001, -6.826279e-001, 
3883629332.2781, 7.497668e-001, -6.827073e-001, 
3883695658.1119, 7.497818e-001, -6.827255e-001, 
3883761983.9457, 7.498435e-001, -6.828022e-001, 
3883828309.7795, 7.499519e-001, -6.828259e-001, 
3883894635.6133, 7.499108e-001, -6.828331e-001, 
3883960961.4471, 7.499885e-001, -6.828935e-001, 
3884027287.2809, 7.500768e-001, -6.828741e-001, 
3884093613.1148, 7.500979e-001, -6.830264e-001, 
3884159938.9486, 7.501448e-001, -6.830139e-001, 
3884226264.7824, 7.501811e-001, -6.830534e-001, 
3884292590.6162, 7.501764e-001, -6.830931e-001, 
3884358916.45, 7.501698e-001, -6.832099e-001, 
3884425242.2838, 7.502028e-001, -6.831952e-001, 
3884491568.1176, 7.502061e-001, -6.833575e-001, 
3884557893.9514, 7.502177e-001, -6.832859e-001, 
3884624219.7852, 7.501557e-001, -6.833169e-001, 
3884690545.619, 7.501470e-001, -6.833142e-001, 
3884756871.4528, 7.501422e-001, -6.833736e-001, 
3884823197.2866, 7.501624e-001, -6.833172e-001, 
3884889523.1204, 7.500676e-001, -6.833767e-001, 
3884955848.9542, 7.500211e-001, -6.833003e-001, 
3885022174.788, 7.500663e-001, -6.833206e-001, 
3885088500.6218, 7.499990e-001, -6.832734e-001, 
3885154826.4556, 7.499443e-001, -6.832133e-001, 
3885221152.2894, 7.498372e-001, -6.831123e-001, 
3885287478.1232, 7.499402e-001, -6.829960e-001, 
3885353803.957, 7.499738e-001, -6.829041e-001, 
3885420129.7908, 7.499393e-001, -6.828329e-001, 
3885486455.6246, 7.499138e-001, -6.827495e-001, 
3885552781.4585, 7.499785e-001, -6.826716e-001, 
3885619107.2923, 7.499915e-001, -6.825758e-001, 
3885685433.1261, 7.500034e-001, -6.824784e-001, 
3885751758.9599, 7.500466e-001, -6.823356e-001, 
3885818084.7937, 7.500575e-001, -6.822713e-001, 
3885884410.6275, 7.500624e-001, -6.820962e-001, 
3885950736.4613, 7.500620e-001, -6.819673e-001, 
3886017062.2951, 7.501551e-001, -6.819215e-001, 
3886083388.1289, 7.500772e-001, -6.819135e-001, 
3886149713.9627, 7.500930e-001, -6.818101e-001, 
3886216039.7965, 7.500573e-001, -6.815999e-001, 
3886282365.6303, 7.500196e-001, -6.815740e-001, 
3886348691.4641, 7.499232e-001, -6.812510e-001, 
3886415017.2979, 7.498273e-001, -6.812354e-001, 
3886481343.1317, 7.497773e-001, -6.810973e-001, 
3886547668.9655, 7.495726e-001, -6.808964e-001, 
3886613994.7993, 7.495345e-001, -6.808084e-001, 
3886680320.6331, 7.494631e-001, -6.807523e-001, 
3886746646.4669, 7.493659e-001, -6.806791e-001, 
3886812972.3007, 7.492769e-001, -6.806382e-001, 
3886879298.1345, 7.491997e-001, -6.805193e-001, 
3886945623.9683, 7.491144e-001, -6.805283e-001, 
3887011949.8021, 7.490968e-001, -6.804616e-001, 
3887078275.636, 7.490355e-001, -6.805193e-001, 
3887144601.4698, 7.489507e-001, -6.804541e-001, 
