"S12 POLAR"
"Frequency (Hz)","U","U",
300000, 1.613141e-005, -1.706656e-005, 
899985, 2.546880e-005, 1.306941e-005, 
1499970, 1.226194e-004, 5.178346e-005, 
2099955, -7.376466e-006, -3.136069e-005, 
2699940, -6.809301e-005, -2.771209e-005, 
3299925, -9.496069e-006, -8.002596e-006, 
3899910, -1.212126e-005, -3.897403e-006, 
4499895, -1.789678e-005, 2.354044e-005, 
5099880, 3.121993e-006, -4.196412e-006, 
5699865, -6.020762e-005, 7.858147e-006, 
6299850, -2.881434e-005, 2.336107e-005, 
6899835, 6.637109e-006, 3.449178e-005, 
7499820, -1.121887e-005, -1.117271e-005, 
8099805, -2.174883e-005, -7.140666e-006, 
8699790, -3.468225e-005, 1.866746e-005, 
9299775, -1.083222e-005, -1.440109e-005, 
9899760, 1.154193e-005, 1.472061e-005, 
10499745, -3.487500e-005, 1.348364e-005, 
11099730, -1.478403e-005, 3.253828e-005, 
11699715, -8.935264e-006, 3.938179e-005, 
12299700, 2.380359e-005, 4.314522e-006, 
12899685, 1.522382e-005, -1.831809e-005, 
13499670, 1.722614e-006, 6.425847e-005, 
14099655, -3.690508e-006, 4.684765e-005, 
14699640, 4.215408e-005, 4.332189e-005, 
15299625, -7.674022e-006, 1.436052e-005, 
15899610, -1.175624e-005, 8.390561e-005, 
16499595, -2.872377e-005, 3.644361e-005, 
17099580, -1.734880e-005, 4.473482e-005, 
17699565, 2.301219e-005, 2.505235e-005, 
18299550, -2.316482e-005, 2.575036e-006, 
18899535, 7.096369e-006, -5.770401e-006, 
19499520, -2.772268e-005, 8.009140e-005, 
20099505, 1.040293e-005, 6.699016e-005, 
20699490, -7.813539e-005, 5.937038e-005, 
21299475, 4.762869e-006, 7.130190e-005, 
21899460, 1.570354e-005, 4.161627e-005, 
22499445, -6.206261e-005, 7.104434e-005, 
23099430, 6.433663e-005, 3.178988e-005, 
23699415, 2.108405e-005, 1.821290e-005, 
24299400, 3.353532e-005, 6.478388e-005, 
24899385, 5.677424e-005, 1.820846e-005, 
25499370, 1.932511e-005, 6.787555e-005, 
26099355, 9.952710e-006, 5.847168e-005, 
26699340, 1.604688e-005, 5.573847e-005, 
27299325, -5.979022e-005, 1.013344e-004, 
27899310, -2.264724e-005, 6.381355e-005, 
28499295, -5.285781e-005, -2.157454e-005, 
29099280, -7.172147e-006, 6.330582e-005, 
29699265, -6.445335e-005, 2.695165e-006, 
30299250, 5.320952e-005, 4.292337e-005, 
30899235, 3.315727e-006, 3.148639e-005, 
31499220, -2.358432e-006, 3.638825e-005, 
32099205, 1.939361e-005, 1.273310e-006, 
32699190, -3.713254e-005, 5.930490e-005, 
33299175, -2.341941e-005, 7.946066e-006, 
33899160, -1.067829e-005, 4.390852e-005, 
34499145, 2.337825e-005, -1.304280e-005, 
35099130, 9.447004e-005, 3.443255e-005, 
35699115, 3.525429e-005, 2.081887e-005, 
36299100, -2.231409e-005, 2.520068e-005, 
36899085, 7.825159e-006, -1.529242e-005, 
37499070, 2.490720e-006, 4.555577e-005, 
38099055, 6.632438e-005, 3.448339e-005, 
38699040, 9.844841e-005, 3.622305e-005, 
39299025, -1.934914e-006, 3.757021e-005, 
39899010, 2.903290e-005, 6.610345e-005, 
40498995, 6.267634e-005, 4.340840e-005, 
41098980, 9.423332e-006, 3.336943e-006, 
41698965, 1.079042e-004, -1.395240e-005, 
42298950, 1.908886e-005, 1.351383e-005, 
42898935, 6.290562e-005, 7.082774e-005, 
43498920, -1.598414e-005, 4.931499e-005, 
44098905, -4.194526e-005, 1.094726e-004, 
44698890, 1.876439e-005, 3.928203e-005, 
45298875, 4.595019e-005, 9.005515e-005, 
45898860, -1.776388e-005, 2.320617e-005, 
46498845, 5.744707e-005, 1.777755e-005, 
47098830, 1.033475e-006, -2.693787e-005, 
47698815, 6.118147e-005, 2.364479e-005, 
48298800, 4.411568e-005, 1.553761e-005, 
48898785, 2.176776e-005, 1.381719e-004, 
49498770, -1.113894e-005, 1.413565e-004, 
50098755, 3.699821e-005, 1.208485e-004, 
50698740, -7.251318e-006, -2.038480e-005, 
51298725, 1.544009e-005, 2.594923e-005, 
51898710, 5.644231e-005, 2.201013e-005, 
52498695, -1.988715e-006, 1.422372e-004, 
53098680, -2.830672e-005, 1.007561e-004, 
53698665, 6.842292e-006, 8.927573e-006, 
54298650, -5.471008e-005, -2.793819e-005, 
54898635, 1.907486e-005, 8.763542e-005, 
55498620, 8.898937e-006, 5.195617e-005, 
56098605, -2.657058e-005, 1.339177e-004, 
56698590, 1.506711e-005, 9.877772e-005, 
57298575, 3.027119e-005, 4.553287e-005, 
57898560, -6.904425e-005, 9.682514e-005, 
58498545, -8.117445e-005, -3.790632e-006, 
59098530, -1.918740e-005, 1.897942e-006, 
59698515, -4.139034e-005, 9.498309e-005, 
60298500, 2.091198e-005, -3.267563e-005, 
60898485, -8.979570e-005, -1.149456e-005, 
61498470, -3.133502e-005, 4.314034e-005, 
62098455, 8.487967e-005, -3.434831e-005, 
62698440, 4.844657e-005, 5.195268e-005, 
63298425, 3.029648e-005, 7.574227e-005, 
63898410, -1.839141e-005, 1.156420e-004, 
64498395, 2.046369e-005, 9.234589e-005, 
65098380, -4.489346e-006, 5.884393e-005, 
65698365, -4.476864e-005, 1.200258e-004, 
66298350, 8.984121e-006, 1.429838e-004, 
66898335, -1.334908e-004, 1.374335e-004, 
67498320, -5.603033e-005, 1.168124e-004, 
68098305, 5.439328e-005, 8.395204e-005, 
68698290, 4.270194e-005, 1.168077e-004, 
69298275, -1.801037e-006, 8.437510e-005, 
69898260, 4.038294e-005, 1.114922e-004, 
70498245, -6.058896e-005, 4.367270e-005, 
71098230, 5.905326e-005, 7.833428e-005, 
71698215, 6.352372e-005, 6.337868e-005, 
72298200, -1.716255e-005, 1.411197e-004, 
72898185, -1.064323e-004, 1.086014e-004, 
73498170, -2.129701e-005, 8.087009e-005, 
74098155, -6.993071e-005, 1.376452e-004, 
74698140, -2.792991e-005, 6.106367e-005, 
75298125, 6.887650e-005, -2.710902e-005, 
75898110, -2.602509e-005, 9.828555e-005, 
76498095, -1.497473e-006, 5.986620e-005, 
77098080, 5.738346e-006, -3.607359e-005, 
77698065, 3.536086e-005, 1.040061e-004, 
78298050, 5.789700e-005, 9.351992e-005, 
78898035, -4.034530e-005, 1.192999e-004, 
79498020, 1.255707e-005, 5.623696e-005, 
80098005, -8.936587e-005, 9.190660e-005, 
80697990, 5.004812e-005, 7.761933e-005, 
81297975, -2.656930e-005, 1.062551e-004, 
81897960, -9.492494e-005, 7.654093e-005, 
82497945, 1.040367e-005, 6.903728e-005, 
83097930, 4.857619e-005, 4.591161e-005, 
83697915, 3.583628e-005, 1.276386e-004, 
84297900, 7.452865e-005, 1.037097e-004, 
84897885, -3.920211e-005, 6.932035e-005, 
85497870, -7.095169e-005, 7.946062e-005, 
86097855, -1.008298e-005, 9.370290e-005, 
86697840, 1.890226e-006, 6.042123e-005, 
87297825, 1.201181e-005, 8.787675e-005, 
87897810, 1.135178e-005, 1.544821e-004, 
88497795, 5.408439e-005, 6.915804e-005, 
89097780, 1.872221e-005, 1.411711e-004, 
89697765, 4.828617e-005, 1.803026e-004, 
90297750, -7.679569e-006, 1.807496e-004, 
90897735, -4.362832e-005, 4.782879e-005, 
91497720, 8.472740e-006, 9.739192e-005, 
92097705, 4.961640e-005, 9.363956e-005, 
92697690, -1.647945e-005, 9.914493e-005, 
93297675, -2.788433e-005, 1.377586e-004, 
93897660, -4.751252e-005, 1.796249e-004, 
94497645, 2.001755e-005, 1.747037e-004, 
95097630, -6.480650e-005, 1.687604e-004, 
95697615, 6.439770e-005, 1.644237e-004, 
96297600, 5.301624e-005, 1.357330e-004, 
96897585, -4.702996e-005, 1.433151e-004, 
97497570, -1.892932e-005, 1.223883e-004, 
98097555, -5.560542e-007, 2.632901e-005, 
98697540, 5.526122e-007, 1.485278e-004, 
99297525, 1.411230e-005, 1.995151e-004, 
99897510, -8.094251e-005, 6.526688e-005, 
100497495, -8.069150e-005, 2.861582e-005, 
101097480, 5.672675e-005, 1.133063e-004, 
101697465, 4.176422e-005, 1.258519e-005, 
102297450, -9.150264e-005, 3.201449e-005, 
102897435, 3.220093e-005, 6.099558e-005, 
103497420, -4.202598e-005, 2.927700e-005, 
104097405, 1.566716e-006, -1.310701e-005, 
104697390, 1.539888e-004, 9.767702e-005, 
105297375, -2.941725e-005, 1.699144e-004, 
105897360, -4.926874e-005, 1.045719e-004, 
106497345, -8.461441e-006, 1.759960e-004, 
107097330, -2.690279e-005, 5.055514e-005, 
107697315, 1.258294e-006, 1.507143e-004, 
108297300, -1.032588e-005, 3.841129e-005, 
108897285, 8.903585e-005, 6.258009e-005, 
109497270, 5.388974e-005, 1.182674e-004, 
110097255, 8.982876e-005, 9.546371e-005, 
110697240, 3.652803e-005, 1.486103e-005, 
111297225, 2.938806e-005, 4.835266e-005, 
111897210, -6.685163e-005, 1.611821e-004, 
112497195, 3.978034e-005, 1.055572e-004, 
113097180, -2.372370e-005, 1.301975e-004, 
113697165, -3.004868e-005, 6.100225e-005, 
114297150, 5.998741e-005, 1.580432e-004, 
