"S12 POLAR"
"Frequency (Hz)","U","U",
300000, 1.819577e-005, -8.426821e-005, 
899985, -7.001036e-006, -9.067551e-006, 
1499970, 1.614881e-004, 7.812000e-005, 
2099955, -8.830512e-006, -4.649164e-005, 
2699940, -1.039446e-004, -9.884482e-005, 
3299925, -3.269038e-005, 9.505638e-006, 
3899910, -2.397756e-006, 2.576180e-005, 
4499895, -5.723901e-005, -1.741397e-005, 
5099880, 2.194613e-005, -2.903308e-005, 
5699865, 1.318278e-005, 2.875201e-005, 
6299850, 7.258721e-006, 4.105572e-005, 
6899835, 2.871979e-005, 2.966543e-005, 
7499820, 2.331422e-005, -3.409071e-005, 
8099805, 3.100056e-005, -1.388238e-005, 
8699790, 1.918802e-005, -9.133332e-006, 
9299775, 3.882182e-005, -2.523250e-005, 
9899760, 3.493817e-005, -6.844360e-006, 
10499745, 2.806625e-005, 5.294407e-005, 
11099730, -4.274717e-006, -8.795088e-006, 
11699715, 7.428003e-005, 2.432757e-005, 
12299700, -4.301389e-006, 5.009095e-005, 
12899685, -2.079847e-005, 8.781440e-006, 
13499670, 1.153311e-005, 2.213335e-005, 
14099655, 1.355219e-005, -4.244751e-005, 
14699640, 2.059955e-005, 1.462452e-005, 
15299625, -2.070543e-005, -2.948806e-005, 
15899610, -4.896787e-006, -3.849376e-005, 
16499595, 4.727993e-005, -4.887634e-005, 
17099580, -9.182211e-006, -1.639239e-005, 
17699565, 1.148190e-004, -1.045097e-005, 
18299550, -1.164245e-005, 9.949605e-006, 
18899535, 5.435092e-005, -3.201525e-006, 
19499520, 8.075990e-007, -2.057351e-005, 
20099505, -3.553323e-006, -1.597738e-005, 
20699490, 4.311516e-005, 4.154401e-006, 
21299475, -4.605914e-005, 3.998567e-005, 
21899460, -4.956594e-005, -1.618168e-005, 
22499445, -5.027661e-005, 1.575227e-005, 
23099430, 4.940844e-005, -3.747325e-005, 
23699415, 2.101681e-005, 3.387775e-005, 
24299400, 3.447131e-005, -1.315187e-005, 
24899385, -7.974919e-006, 9.492405e-006, 
25499370, 2.457562e-005, 1.204567e-005, 
26099355, 3.430908e-005, 2.570744e-005, 
26699340, -1.149737e-005, -1.158363e-005, 
27299325, 3.323918e-005, 9.177603e-006, 
27899310, 2.805233e-005, 6.825714e-005, 
28499295, -3.878651e-005, 1.640320e-005, 
29099280, -3.162291e-005, -1.737784e-005, 
29699265, 4.629744e-006, -3.443416e-005, 
30299250, 2.398532e-005, 2.227599e-005, 
30899235, -4.075401e-005, -1.116877e-005, 
31499220, 3.378858e-007, -6.976215e-006, 
32099205, 3.254895e-005, -2.687022e-005, 
32699190, -2.825196e-005, -3.147679e-005, 
33299175, -2.900325e-006, 2.675839e-005, 
33899160, 2.755339e-005, -2.875297e-005, 
34499145, 1.136848e-005, 5.960156e-005, 
35099130, 2.127112e-005, 6.003451e-006, 
35699115, 3.957995e-005, -2.277628e-006, 
36299100, 2.016553e-005, 3.049275e-005, 
36899085, 3.526701e-005, 4.456217e-006, 
37499070, 1.530378e-007, 2.790851e-005, 
38099055, 1.771122e-007, 6.812337e-005, 
38699040, -1.662614e-005, 4.060089e-005, 
39299025, -1.791489e-005, -1.007269e-005, 
39899010, 2.451779e-005, 5.588873e-006, 
40498995, -7.955762e-006, -2.280099e-006, 
41098980, -7.414082e-006, 5.651205e-005, 
41698965, -1.558196e-005, 4.347875e-005, 
42298950, 5.845339e-005, 3.663643e-005, 
42898935, 2.475767e-005, 1.996266e-005, 
43498920, 5.831157e-005, 1.317432e-004, 
44098905, 6.845738e-005, 1.115108e-004, 
44698890, 3.211638e-005, 8.429295e-005, 
45298875, 1.677221e-005, 1.384901e-005, 
45898860, 1.917301e-005, 7.462821e-005, 
46498845, -1.114779e-004, 5.688302e-005, 
47098830, -1.844549e-005, -1.603036e-005, 
47698815, -5.774493e-005, 6.725216e-005, 
48298800, -6.348849e-005, 6.831454e-005, 
48898785, -2.534997e-006, 5.658230e-005, 
49498770, -3.817974e-005, 3.091619e-005, 
50098755, -1.957675e-006, 5.371006e-005, 
50698740, -1.035244e-005, 6.999359e-005, 
51298725, 5.388814e-005, 6.725801e-005, 
51898710, 4.110401e-005, 9.820445e-005, 
52498695, -8.977002e-006, 5.850037e-005, 
