"S12 POLAR"
"Frequency (Hz)","U","U",
300000, 7.885724e-005, 1.298774e-004, 
899985, 3.493224e-005, -1.191848e-005, 
1499970, 1.344012e-004, 2.278298e-005, 
2099955, 5.245869e-006, -5.317045e-005, 
2699940, -4.559393e-005, -1.219068e-004, 
3299925, -5.293556e-006, 7.221797e-006, 
3899910, 4.759495e-005, 1.140622e-005, 
4499895, 1.136274e-005, 1.143337e-005, 
5099880, -3.812668e-005, -1.056687e-006, 
5699865, -2.315549e-005, 1.758212e-005, 
6299850, 2.852524e-005, 3.137735e-005, 
6899835, 5.616075e-006, -1.763352e-005, 
7499820, -6.842350e-006, 1.085170e-005, 
8099805, -7.318589e-006, 4.818921e-005, 
8699790, -4.289618e-005, 2.954047e-005, 
9299775, 1.500651e-005, -3.946655e-005, 
9899760, -1.403857e-006, -6.597504e-006, 
10499745, -1.215659e-005, 3.610419e-005, 
11099730, -2.323751e-005, 1.446961e-005, 
11699715, -1.176161e-005, 2.192327e-006, 
12299700, -8.641624e-006, 2.844932e-005, 
12899685, 3.012845e-005, 7.005660e-006, 
13499670, -3.604450e-005, 1.314004e-005, 
14099655, -3.821016e-005, 1.618186e-005, 
14699640, 3.653291e-005, 6.743440e-005, 
15299625, -1.827885e-005, -6.623327e-006, 
15899610, -4.085405e-005, 6.631698e-005, 
16499595, -3.428062e-005, 2.548141e-005, 
17099580, -7.418164e-005, 1.903694e-005, 
17699565, -4.643846e-005, 6.417162e-006, 
18299550, -4.025413e-005, 1.905157e-005, 
18899535, -2.452443e-005, -1.656381e-005, 
19499520, -4.398411e-005, -5.194165e-005, 
20099505, 1.082276e-005, -4.754074e-005, 
20699490, 1.548507e-005, 2.007200e-005, 
21299475, -1.713097e-006, -1.304821e-005, 
21899460, 4.189735e-005, 4.919719e-005, 
22499445, 5.643686e-005, 8.975963e-005, 
23099430, 7.196386e-005, 1.799020e-005, 
23699415, 5.736579e-005, 1.587661e-005, 
24299400, 8.538922e-005, 8.528045e-005, 
24899385, 1.559139e-005, 9.262003e-005, 
25499370, -8.534683e-005, 1.166420e-004, 
26099355, -1.120449e-004, 3.815421e-005, 
26699340, -1.067344e-004, 5.922326e-006, 
27299325, -4.188272e-005, -7.201318e-006, 
27899310, -1.022861e-004, -3.805399e-005, 
28499295, -4.048613e-005, -5.981822e-005, 
29099280, -3.103216e-005, -3.712840e-005, 
29699265, 2.535303e-005, -7.311635e-005, 
30299250, 3.381238e-005, -1.440872e-005, 
30899235, 5.960488e-005, 5.259786e-006, 
31499220, 1.263253e-004, -1.165104e-005, 
32099205, 8.391376e-005, 6.091620e-006, 
32699190, 7.047220e-005, 7.662386e-005, 
33299175, 7.224284e-005, 8.980298e-005, 
33899160, 5.132673e-005, 8.944636e-005, 
34499145, -1.096459e-005, 8.232241e-005, 
35099130, -7.282382e-005, 1.295152e-004, 
35699115, -4.353479e-006, 3.672277e-005, 
36299100, -2.731835e-005, 4.192922e-005, 
36899085, -4.865076e-005, -1.273115e-005, 
37499070, -3.197394e-005, 3.171931e-006, 
38099055, -1.363696e-006, -4.268983e-005, 
38699040, -8.765670e-006, 1.985174e-005, 
39299025, 5.474568e-006, 5.140574e-005, 
39899010, 1.502898e-005, 4.995003e-005, 
40498995, 4.899292e-005, 7.112246e-005, 
41098980, 1.275117e-005, -7.153563e-006, 
41698965, 3.649944e-005, 1.136208e-004, 
42298950, 5.613855e-006, 4.301881e-005, 
42898935, 9.605430e-006, 5.883291e-005, 
43498920, -9.703508e-006, 9.767371e-005, 
44098905, 1.193136e-005, 2.807673e-005, 
44698890, -1.195273e-005, 1.085509e-004, 
45298875, 4.342216e-005, 9.780916e-005, 
45898860, -4.937538e-005, 9.361796e-005, 
46498845, -4.953861e-005, 2.186096e-005, 
47098830, -6.822409e-005, 7.361004e-005, 
47698815, -2.212027e-005, 8.913160e-005, 
48298800, -2.031975e-005, -7.156515e-005, 
48898785, 8.112236e-005, 6.795400e-005, 
49498770, 5.036033e-005, 2.853317e-005, 
50098755, 4.706105e-005, 5.133396e-006, 
50698740, 3.185475e-005, -2.202815e-005, 
51298725, 1.745490e-006, 1.159126e-006, 
51898710, 3.137987e-005, 8.086268e-006, 
52498695, -6.916068e-005, -5.317087e-005, 
53098680, -3.565834e-005, 6.862815e-005, 
53698665, -3.150013e-005, 6.660465e-005, 
54298650, -2.019399e-005, 3.087637e-005, 
