"S11 POLAR"
"Frequency (Hz)","U","U",
300000, 9.824613e-001, 1.670103e-002, 
899985, 9.746974e-001, 2.549184e-002, 
1499970, 9.935488e-001, 7.066158e-003, 
2099955, 9.886085e-001, 9.398643e-003, 
2699940, 9.969469e-001, 1.240445e-003, 
3299925, 9.962305e-001, 8.692305e-004, 
3899910, 9.955657e-001, 1.731958e-003, 
4499895, 9.963089e-001, -1.241352e-004, 
5099880, 9.964870e-001, -1.425577e-004, 
5699865, 9.963214e-001, -1.401057e-003, 
6299850, 9.965367e-001, -3.108341e-003, 
6899835, 9.965269e-001, -2.848601e-003, 
7499820, 9.966718e-001, -2.966972e-003, 
8099805, 9.964958e-001, -2.042123e-003, 
8699790, 9.965192e-001, -2.970854e-003, 
9299775, 9.964150e-001, -3.717800e-003, 
9899760, 9.961693e-001, -5.336192e-003, 
10499745, 9.984139e-001, -6.627362e-003, 
11099730, 9.990145e-001, -6.640113e-003, 
11699715, 9.991152e-001, -7.072872e-003, 
12299700, 9.992151e-001, -7.074152e-003, 
12899685, 9.990523e-001, -7.381625e-003, 
13499670, 9.987252e-001, -8.445793e-003, 
14099655, 9.976770e-001, -9.086868e-003, 
14699640, 9.980375e-001, -9.185741e-003, 
15299625, 9.986334e-001, -9.224493e-003, 
15899610, 9.988340e-001, -9.778439e-003, 
16499595, 9.990560e-001, -1.008389e-002, 
17099580, 9.993466e-001, -1.042150e-002, 
17699565, 9.989105e-001, -1.092133e-002, 
18299550, 9.982906e-001, -1.102061e-002, 
18899535, 9.983211e-001, -1.179367e-002, 
19499520, 9.987678e-001, -1.240518e-002, 
20099505, 9.990965e-001, -1.251068e-002, 
20699490, 9.989189e-001, -1.275032e-002, 
21299475, 9.986570e-001, -1.329047e-002, 
21899460, 9.991885e-001, -1.366533e-002, 
22499445, 9.989724e-001, -1.444014e-002, 
23099430, 9.983932e-001, -1.560814e-002, 
23699415, 9.986262e-001, -1.567139e-002, 
24299400, 9.990410e-001, -1.594047e-002, 
24899385, 9.985666e-001, -1.607263e-002, 
25499370, 9.985351e-001, -1.631803e-002, 
26099355, 9.987836e-001, -1.695577e-002, 
26699340, 9.989457e-001, -1.753096e-002, 
27299325, 9.991870e-001, -1.772775e-002, 
27899310, 9.993030e-001, -1.809609e-002, 
28499295, 9.996933e-001, -1.838292e-002, 
29099280, 1.000135e+000, -1.836105e-002, 
29699265, 9.995314e-001, -1.897705e-002, 
30299250, 9.988775e-001, -1.993938e-002, 
30899235, 9.985063e-001, -1.986358e-002, 
31499220, 9.992089e-001, -1.973307e-002, 
32099205, 9.998589e-001, -1.997266e-002, 
32699190, 9.985001e-001, -2.040212e-002, 
33299175, 9.979435e-001, -2.125962e-002, 
33899160, 1.000374e+000, -2.142756e-002, 
34499145, 1.000392e+000, -2.168547e-002, 
35099130, 9.987103e-001, -2.245461e-002, 
35699115, 9.988523e-001, -2.256021e-002, 
36299100, 9.992257e-001, -2.252335e-002, 
36899085, 9.991110e-001, -2.270171e-002, 
37499070, 9.991024e-001, -2.291681e-002, 
38099055, 9.990485e-001, -2.334010e-002, 
38699040, 9.996973e-001, -2.417223e-002, 
39299025, 9.997627e-001, -2.482273e-002, 
39899010, 9.989257e-001, -2.478441e-002, 
40498995, 9.982038e-001, -2.465997e-002, 
41098980, 9.984708e-001, -2.604797e-002, 
41698965, 9.982665e-001, -2.620967e-002, 
42298950, 9.982235e-001, -2.666923e-002, 
42898935, 9.996922e-001, -2.551769e-002, 
43498920, 1.000409e+000, -2.558043e-002, 
44098905, 1.000060e+000, -2.669250e-002, 
44698890, 9.996229e-001, -2.803589e-002, 
45298875, 9.994598e-001, -2.930905e-002, 
