"S34 POLAR"
"Frequency (Hz)","U","U",
300000, 3.527713e-005, 2.329548e-005, 
1304985, 5.560853e-005, 9.758574e-005, 
2309970, 6.537850e-005, 2.324333e-004, 
3314955, 1.074440e-004, 3.210985e-004, 
4319940, 1.659122e-004, 3.912541e-004, 
5324925, 2.144371e-004, 4.764904e-004, 
6329910, 3.021545e-004, 5.319806e-004, 
7334895, 3.916697e-004, 5.739388e-004, 
8339880, 4.729826e-004, 6.167238e-004, 
9344865, 5.809124e-004, 6.458639e-004, 
10349850, 6.674817e-004, 6.702302e-004, 
11354835, 7.719234e-004, 6.539161e-004, 
12359820, 8.551987e-004, 6.529327e-004, 
13364805, 9.401494e-004, 6.322630e-004, 
14369790, 1.046266e-003, 6.177142e-004, 
15374775, 1.126574e-003, 5.935632e-004, 
16379760, 1.221951e-003, 5.423010e-004, 
17384745, 1.307053e-003, 4.993214e-004, 
18389730, 1.386992e-003, 4.533723e-004, 
19394715, 1.468711e-003, 4.071624e-004, 
20399700, 1.545164e-003, 3.436120e-004, 
21404685, 1.617328e-003, 2.721922e-004, 
22409670, 1.689828e-003, 2.084775e-004, 
23414655, 1.751349e-003, 1.186784e-004, 
24419640, 1.826312e-003, 6.155726e-005, 
25424625, 1.894543e-003, -2.617010e-005, 
26429610, 2.021546e-003, -1.418358e-004, 
27434595, 2.018373e-003, -2.048621e-004, 
28439580, 2.086728e-003, -3.113724e-004, 
29444565, 2.159491e-003, -4.141685e-004, 
30449550, 2.207217e-003, -5.216391e-004, 
31454535, 2.262917e-003, -6.494761e-004, 
32459520, 2.329368e-003, -7.850355e-004, 
33464505, 2.387200e-003, -9.187188e-004, 
34469490, 2.440971e-003, -1.041680e-003, 
35474475, 2.495397e-003, -1.198283e-003, 
36479460, 2.559981e-003, -1.384172e-003, 
37484445, 2.602521e-003, -1.567767e-003, 
38489430, 2.630388e-003, -1.776568e-003, 
39494415, 2.679715e-003, -1.983613e-003, 
40499400, 2.716679e-003, -2.223880e-003, 
41504385, 2.752401e-003, -2.488693e-003, 
42509370, 2.761250e-003, -2.786049e-003, 
43514355, 2.768911e-003, -3.103060e-003, 
44519340, 2.754454e-003, -3.471695e-003, 
45524325, 2.718030e-003, -3.827896e-003, 
46529310, 2.679667e-003, -4.259690e-003, 
47534295, 2.596558e-003, -4.780301e-003, 
48539280, 2.500395e-003, -5.335627e-003, 
49544265, 2.349728e-003, -6.039782e-003, 
50549250, 2.157038e-003, -6.890730e-003, 
51554235, 1.881566e-003, -7.994504e-003, 
52559220, 1.481768e-003, -9.636576e-003, 
53564205, 7.779940e-004, -1.226234e-002, 
54569190, -9.844959e-004, -1.784968e-002, 
55574175, -1.659960e-002, -3.737571e-002, 
56579160, -4.117499e-002, 3.652657e-002, 
57584145, 2.434927e-004, 1.292385e-002, 
58589130, 8.494400e-004, 5.314309e-003, 
59594115, 6.282437e-004, 2.248259e-003, 
60599100, 2.556519e-004, 6.159927e-004, 
61604085, -1.657389e-004, -4.317044e-004, 
62609070, -5.932431e-004, -1.079471e-003, 
63614055, -1.000073e-003, -1.477818e-003, 
64619040, -1.403035e-003, -1.728216e-003, 
65624025, -1.732022e-003, -1.837107e-003, 
66629010, -2.060257e-003, -1.925170e-003, 
67633995, -2.374673e-003, -1.904128e-003, 
68638980, -2.652577e-003, -1.850389e-003, 
69643965, -2.892826e-003, -1.763035e-003, 
70648950, -3.128218e-003, -1.623063e-003, 
71653935, -3.338382e-003, -1.491536e-003, 
72658920, -3.480597e-003, -1.329383e-003, 
73663905, -3.667836e-003, -1.127121e-003, 
74668890, -3.792492e-003, -9.337738e-004, 
75673875, -3.925275e-003, -7.492903e-004, 
76678860, -3.993397e-003, -5.049302e-004, 
77683845, -4.047595e-003, -3.330367e-004, 
78688830, -4.117511e-003, -1.439031e-004, 
79693815, -4.163295e-003, 3.642899e-005, 
80698800, -4.202259e-003, 2.225405e-004, 
81703785, -4.297818e-003, 4.098918e-004, 
82708770, -4.315464e-003, 5.893044e-004, 
83713755, -4.321486e-003, 8.245503e-004, 
84718740, -4.319403e-003, 9.971051e-004, 
85723725, -4.421088e-003, 1.157271e-003, 
86728710, -4.495568e-003, 1.365627e-003, 
87733695, -4.542672e-003, 1.648471e-003, 
88738680, -4.531915e-003, 1.938195e-003, 
89743665, -4.548179e-003, 2.169258e-003, 
90748650, -4.560273e-003, 2.454137e-003, 
91753635, -4.517157e-003, 2.751686e-003, 
92758620, -4.487074e-003, 3.007944e-003, 
93763605, -4.421975e-003, 3.317030e-003, 
94768590, -4.348388e-003, 3.615508e-003, 
95773575, -4.250606e-003, 3.913635e-003, 
96778560, -4.151060e-003, 4.198386e-003, 
97783545, -4.080668e-003, 4.494556e-003, 
98788530, -3.914224e-003, 4.836519e-003, 
99793515, -3.763984e-003, 5.157543e-003, 
100798500, -3.589390e-003, 5.486803e-003, 
101803485, -3.392323e-003, 5.822804e-003, 
102808470, -3.149268e-003, 6.209151e-003, 
103813455, -2.852950e-003, 6.562077e-003, 
104818440, -2.539861e-003, 6.907281e-003, 
