"S43 POLAR"
"Frequency (Hz)","U","U",
300000, 8.729095e-006, 3.476351e-005, 
1304985, 6.335966e-005, 1.264273e-004, 
2309970, 3.559928e-005, 2.167649e-004, 
3314955, 9.480448e-005, 3.278043e-004, 
4319940, 1.487785e-004, 4.077691e-004, 
5324925, 2.190432e-004, 4.637105e-004, 
6329910, 2.877841e-004, 5.407776e-004, 
7334895, 3.762867e-004, 5.980590e-004, 
8339880, 4.661050e-004, 6.279153e-004, 
9344865, 5.500523e-004, 6.693332e-004, 
10349850, 6.414819e-004, 6.838910e-004, 
11354835, 7.467399e-004, 6.917790e-004, 
12359820, 8.291742e-004, 6.933650e-004, 
13364805, 9.212099e-004, 6.969839e-004, 
14369790, 1.020356e-003, 6.773072e-004, 
15374775, 1.113001e-003, 6.471942e-004, 
16379760, 1.189007e-003, 6.234008e-004, 
17384745, 1.291545e-003, 5.801009e-004, 
18389730, 1.383963e-003, 5.387124e-004, 
19394715, 1.470203e-003, 4.896182e-004, 
20399700, 1.533187e-003, 4.485089e-004, 
21404685, 1.608500e-003, 3.772979e-004, 
22409670, 1.692586e-003, 3.171111e-004, 
23414655, 1.776986e-003, 2.487439e-004, 
24419640, 1.829977e-003, 1.716768e-004, 
25424625, 1.904933e-003, 9.648679e-005, 
26429610, 1.984427e-003, 5.980764e-007, 
27434595, 2.042296e-003, -6.252934e-005, 
28439580, 2.108824e-003, -1.571272e-004, 
29444565, 2.183518e-003, -2.284170e-004, 
30449550, 2.254195e-003, -3.541404e-004, 
31454535, 2.318169e-003, -4.402168e-004, 
32459520, 2.386587e-003, -5.621986e-004, 
33464505, 2.450333e-003, -6.915078e-004, 
34469490, 2.512296e-003, -8.173597e-004, 
35474475, 2.577305e-003, -9.628420e-004, 
36479460, 2.652189e-003, -1.114493e-003, 
37484445, 2.708171e-003, -1.282499e-003, 
38489430, 2.790306e-003, -1.446350e-003, 
39494415, 2.847967e-003, -1.641448e-003, 
