"S44 POLAR"
"Frequency (Hz)","U","U",
300000, 1.306551e+000, -9.734198e-002, 
1304985, 1.195915e+000, -1.356123e-001, 
2309970, 1.169414e+000, -2.240621e-001, 
3314955, 1.138740e+000, -3.136755e-001, 
4319940, 1.099718e+000, -3.971719e-001, 
5324925, 1.052783e+000, -4.726573e-001, 
6329910, 1.001264e+000, -5.418389e-001, 
7334895, 9.450698e-001, -6.030868e-001, 
8339880, 8.859475e-001, -6.533406e-001, 
9344865, 8.251727e-001, -6.998997e-001, 
10349850, 7.669129e-001, -7.366700e-001, 
11354835, 7.047689e-001, -7.686355e-001, 
12359820, 6.439438e-001, -7.950603e-001, 
13364805, 5.873979e-001, -8.170826e-001, 
14369790, 5.302737e-001, -8.331586e-001, 
15374775, 4.749339e-001, -8.454217e-001, 
16379760, 4.216862e-001, -8.544621e-001, 
17384745, 3.703969e-001, -8.606886e-001, 
18389730, 3.217108e-001, -8.644201e-001, 
19394715, 2.750426e-001, -8.661872e-001, 
20399700, 2.301294e-001, -8.664138e-001, 
21404685, 1.870394e-001, -8.653092e-001, 
22409670, 1.456811e-001, -8.631484e-001, 
23414655, 1.060647e-001, -8.601645e-001, 
24419640, 6.768960e-002, -8.564817e-001, 
25424625, 3.024081e-002, -8.522154e-001, 
26429610, -6.350944e-003, -8.474351e-001, 
27434595, -4.188455e-002, -8.425902e-001, 
28439580, -7.695948e-002, -8.374200e-001, 
29444565, -1.116341e-001, -8.318027e-001, 
30449550, -1.462472e-001, -8.259041e-001, 
31454535, -1.807289e-001, -8.198451e-001, 
32459520, -2.153564e-001, -8.135571e-001, 
33464505, -2.503507e-001, -8.067403e-001, 
34469490, -2.857634e-001, -7.993196e-001, 
35474475, -3.216869e-001, -7.911956e-001, 
36479460, -3.584974e-001, -7.825747e-001, 
37484445, -3.961201e-001, -7.728860e-001, 
38489430, -4.346971e-001, -7.620409e-001, 
39494415, -4.743651e-001, -7.496994e-001, 
40499400, -5.156978e-001, -7.327116e-001, 
41504385, -5.582156e-001, -7.157018e-001, 
