1.520000000000000E+3	-1.026790233035959E-3
1.520002000000000E+3	-1.994700570893011E-3
1.520004000000000E+3	-1.672063791711733E-3
1.520006000000000E+3	-1.349427012426077E-3
1.520008000000000E+3	-1.994700570893011E-3
1.520010000000000E+3	-1.026790233035959E-3
1.520012000000000E+3	-1.672063791711733E-3
1.520014000000000E+3	-1.994700570893011E-3
1.520016000000000E+3	-2.317337349969993E-3
1.520018000000000E+3	-1.672063791711733E-3
1.520020000000000E+3	-1.349427012426077E-3
1.520022000000000E+3	-1.349427012426077E-3
1.520024000000000E+3	-1.672063791711733E-3
1.520026000000000E+3	-1.349427012426077E-3
1.520028000000000E+3	-1.672063791711733E-3
1.520030000000000E+3	-1.994700570893011E-3
1.520032000000000E+3	-1.994700570893011E-3
1.520034000000000E+3	-1.994700570893011E-3
1.520036000000000E+3	-1.672063791711733E-3
1.520038000000000E+3	-1.349427012426077E-3
1.520040000000000E+3	-7.041534535412969E-4
1.520042000000000E+3	-1.349427012426077E-3
1.520044000000000E+3	-1.349427012426077E-3
1.520046000000000E+3	-7.041534535412969E-4
1.520048000000000E+3	-3.815166739420080E-4
1.520050000000000E+3	-1.349427012426077E-3
1.520052000000000E+3	-1.994700570893011E-3
1.520054000000000E+3	-1.349427012426077E-3
1.520056000000000E+3	-1.994700570893011E-3
1.520058000000000E+3	-1.026790233035959E-3
1.520060000000000E+3	-2.962610907811399E-3
1.520062000000000E+3	-1.349427012426077E-3
1.520064000000000E+3	-1.672063791711733E-3
1.520066000000000E+3	-1.349427012426077E-3
1.520068000000000E+3	-1.994700570893011E-3
1.520070000000000E+3	-1.349427012426077E-3
1.520072000000000E+3	-2.317337349969993E-3
1.520074000000000E+3	-1.994700570893011E-3
1.520076000000000E+3	-1.994700570893011E-3
1.520078000000000E+3	-1.349427012426077E-3
1.520080000000000E+3	-1.349427012426077E-3
1.520082000000000E+3	-1.672063791711733E-3
1.520084000000000E+3	-7.041534535412969E-4
1.520086000000000E+3	-2.317337349969993E-3
1.520088000000000E+3	-1.994700570893011E-3
1.520090000000000E+3	-1.349427012426077E-3
1.520092000000000E+3	-1.672063791711733E-3
1.520094000000000E+3	-1.349427012426077E-3
1.520096000000000E+3	-2.317337349969993E-3
1.520098000000000E+3	-1.349427012426077E-3
1.520100000000000E+3	-1.349427012426077E-3
1.520102000000000E+3	-1.672063791711733E-3
1.520104000000000E+3	-1.672063791711733E-3
1.520106000000000E+3	-1.349427012426077E-3
1.520108000000000E+3	-1.994700570893011E-3
1.520110000000000E+3	-1.349427012426077E-3
1.520112000000000E+3	-1.672063791711733E-3
1.520114000000000E+3	-1.672063791711733E-3
1.520116000000000E+3	-1.349427012426077E-3
1.520118000000000E+3	-1.672063791711733E-3
1.520120000000000E+3	-2.962610907811399E-3
1.520122000000000E+3	1.554304005855521E-3
1.520124000000000E+3	-1.349427012426077E-3
1.520126000000000E+3	-1.026790233035959E-3
1.520128000000000E+3	-1.349427012426077E-3
1.520130000000000E+3	-1.349427012426077E-3
1.520132000000000E+3	-1.349427012426077E-3
1.520134000000000E+3	-1.994700570893011E-3
1.520136000000000E+3	-1.672063791711733E-3
1.520138000000000E+3	-1.994700570893011E-3
1.520140000000000E+3	-2.317337349969993E-3
1.520142000000000E+3	-1.026790233035959E-3
1.520144000000000E+3	-1.672063791711733E-3
1.520146000000000E+3	-1.349427012426077E-3
1.520148000000000E+3	-1.672063791711733E-3
1.520150000000000E+3	-1.672063791711733E-3
1.520152000000000E+3	-1.672063791711733E-3
1.520154000000000E+3	-1.994700570893011E-3
1.520156000000000E+3	-1.349427012426077E-3
1.520158000000000E+3	-1.672063791711733E-3
1.520160000000000E+3	-1.672063791711733E-3
1.520162000000000E+3	-1.349427012426077E-3
1.520164000000000E+3	-1.994700570893011E-3
1.520166000000000E+3	-1.672063791711733E-3
1.520168000000000E+3	-1.994700570893011E-3
1.520170000000000E+3	-7.041534535412969E-4
1.520172000000000E+3	-1.994700570893011E-3
1.520174000000000E+3	-1.672063791711733E-3
1.520176000000000E+3	-1.672063791711733E-3
1.520178000000000E+3	-1.026790233035959E-3
1.520180000000000E+3	-1.349427012426077E-3
1.520182000000000E+3	-1.026790233035959E-3
1.520184000000000E+3	2.637568855707810E-4
1.520186000000000E+3	-1.672063791711733E-3
1.520188000000000E+3	-7.041534535412969E-4
1.520190000000000E+3	-2.317337349969993E-3
1.520192000000000E+3	-1.349427012426077E-3
1.520194000000000E+3	-1.672063791711733E-3
1.520196000000000E+3	-1.672063791711733E-3
1.520198000000000E+3	-1.672063791711733E-3
1.520200000000000E+3	-1.349427012426077E-3
1.520202000000000E+3	-1.349427012426077E-3
1.520204000000000E+3	-1.672063791711733E-3
1.520206000000000E+3	-1.349427012426077E-3
1.520208000000000E+3	-1.349427012426077E-3
1.520210000000000E+3	-2.317337349969993E-3
1.520212000000000E+3	-1.349427012426077E-3
1.520214000000000E+3	-1.349427012426077E-3
1.520216000000000E+3	-2.962610907811399E-3
1.520218000000000E+3	-1.994700570893011E-3
1.520220000000000E+3	-1.349427012426077E-3
